index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3068025.63137785,42343629.026067,-3231.98020329681,12.6081175146867,37105745.7497105,1,0.000132477700770631,1.586027958286,479,255,2022,12,1,17,0,8.3
11158,3944498.23709923,32433730.8822756,-3656.58577443274,13.2116589634901,27193325.4603504,1,0.000165153700078029,1.55934792104127,88,254,2022,12,1,17,0,8.3
14318,4222353.79016705,42001816.3593162,-4809.95097623871,12.6935026437447,36764349.8593406,1,9.07866754705506e-05,1.55477008948156,20,255,2022,12,1,17,0,8.3
15139,3152170.24699545,41654853.524618,-3794.07236173729,13.2087270817089,36415842.935606,1,0.000119552133601612,1.58400564791916,449,255,2022,12,1,17,0,8.3
22839,3076064.93377187,42013381.0157508,-1566.62227421568,13.0085798346424,36775413.9871782,1,0.000178952216130682,1.58594615503552,478,254,2022,12,1,17,0,8.3
28786,3881341.93178638,41979476.4413928,-7076.48385066467,11.5952872178053,36738126.7536358,1,2.91571812544992e-05,1.56404151856876,156,256,2022,12,1,17,0,8.3
30580,3135923.60894268,45903547.2346406,-5298.56551493909,14.7039250020849,40664399.9732341,1,7.0063705857867e-05,1.58302504785274,435,256,2022,12,1,17,0,8.3
32483,3458573.75952402,19832653.4970407,-1088.89550130659,17.5744759514934,14591512.1604803,1,0.000483758555494276,1.58276323227131,431,250,2022,12,1,17,0,8.3
38187,3699725.40955922,39550911.4861692,438660.70837491,17.9795574217223,34311697.4813688,1,0.0130224102572762,1.56885686356743,227,65,2022,12,1,17,0,8.3
40141,3550543.97745682,42012658.2715751,-14770.8538046578,11.7060736524226,36770563.9012884,1,-0.000180122061413915,1.57304380148415,288,259,2022,12,1,17,0,8.3
43463,4147274.40890812,41954804.5707718,-2610.1724841548,11.7939455617912,36716216.3965058,1,0.000150818688621317,1.55679416518476,50,254,2022,12,1,17,0,8.3
