index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3085443.81352255,42342356.8004363,-6557.81147981802,12.608119629449,37105781.8856726,1,4.29770516450206e-05,1.58561822055311,473,256,2022,12,1,17,0,2.5
11158,3964825.76903379,32425247.1921138,-7856.24740597046,13.2111212385105,27186592.3767132,1,1.08973266559769e-05,1.55867887590308,78,256,2022,12,1,17,0,2.5
14318,4239625.77960631,42000068.4478817,-8812.87877245817,12.6935046178706,36764383.2816292,1,-1.79622267475143e-05,1.55436054581765,14,256,2022,12,1,17,0,2.5
15139,3169791.37703111,41653531.0996139,-6839.46141013462,13.2087279288219,36415857.1409862,1,3.60570168326091e-05,1.58358259574261,443,256,2022,12,1,17,0,2.5
22839,3093284.94307843,42012136.8773119,-6079.2053242341,13.0085838601476,36775482.1606874,1,5.63773236625859e-05,1.58553811384358,472,256,2022,12,1,17,0,2.5
28786,3899102.05938439,41977834.1900698,-7108.15205470818,11.595287402894,36738129.8850357,1,2.84270465714261e-05,1.56361842492876,150,256,2022,12,1,17,0,2.5
30580,3144118.20224984,45888694.2695185,-7312.82081366258,14.7032099782918,40651012.3312545,1,2.06560113020377e-05,1.58288201328891,433,257,2022,12,1,17,0,2.5
32483,3487822.10441969,19833065.7764919,-6107.84455310816,17.5747214304443,14593161.4372431,1,0.000140111109311793,1.58090942299785,404,255,2022,12,1,17,0,2.5
38187,3714467.68483062,39552341.3515115,438809.240549918,17.9797469712893,34314692.7631047,1,0.0130257435729532,1.56849198356366,222,65,2022,12,1,17,0,2.5
40141,3568314.60096756,42011153.9123011,-14804.5998066185,11.7060737162199,36770564.9815848,1,-0.00018090805138507,1.57262080434195,282,259,2022,12,1,17,0,2.5
43463,4165023.38782126,41953049.8768269,-2643.33621296901,11.7939457503037,36716219.5839337,1,0.000150047375625531,1.55637109088233,44,254,2022,12,1,17,0,2.5
