index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3081239.47411626,42342664.568732,-5755.02470309219,12.6081191187565,37105773.1592212,1,6.45806419488397e-05,1.58571712272429,474,256,2022,12,1,17,0,3.9
11158,3959919.26269936,32427296.1212192,-6842.53619281837,13.2112510370598,27188217.4870178,1,4.81386159415958e-05,1.5588403974208,80,255,2022,12,1,17,0,3.9
14318,4235456.7477834,42000491.0430132,-7846.65493843274,12.6935041410815,36764375.2095062,1,8.28749059086373e-06,1.55445940112194,16,256,2022,12,1,17,0,3.9
15139,3165538.05407563,41653851.0071516,-6104.36759584778,13.2087277240913,36415853.7078249,1,5.62110056161432e-05,1.58368471170745,445,256,2022,12,1,17,0,3.9
22839,3089128.43979067,42012437.8765481,-4989.96120890885,13.0085828880603,36775465.6979956,1,8.59643266791906e-05,1.58563660640106,473,256,2022,12,1,17,0,3.9
28786,3894815.19579741,41978231.2833569,-7100.50812170481,11.5952873582082,36738129.1290256,1,2.86032864331481e-05,1.56372055097255,152,256,2022,12,1,17,0,3.9
30580,3142140.23657819,45892280.0467686,-6826.62134098508,14.7033826135865,40654244.238926,1,3.25849867856593e-05,1.58291654784117,433,256,2022,12,1,17,0,3.9
32483,3480762.68178853,19832969.2434679,-4896.37469317139,17.5746619030796,14592761.4786813,1,0.000223053374142477,1.58135682186504,410,254,2022,12,1,17,0,3.9
38187,3710909.27720462,39551996.9860229,438773.396546635,17.9797012365745,34313970.0345042,1,0.0130249391843861,1.56858005188021,223,65,2022,12,1,17,0,3.9
40141,3564025.19844838,42011517.7216547,-14796.4544622077,11.7060737008163,36770564.720752,1,-0.000180718332633359,1.57272290709795,284,259,2022,12,1,17,0,3.9
43463,4160739.21964951,41953474.110994,-2635.3312180618,11.7939457047926,36716218.8144174,1,0.000150233557072569,1.55647321225839,45,254,2022,12,1,17,0,3.9
