index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3087245.66362717,42342224.7673986,-6901.86293553866,12.6081198483625,37105785.6263551,1,3.37183730418982e-05,1.58557583391611,472,256,2022,12,1,17,0,1.9
11158,3966928.53026873,32424368.8571833,-8290.69501622804,13.2110656100051,27185895.9236448,1,-5.06458788599835e-06,1.55860964696634,77,256,2022,12,1,17,0,1.9
14318,4241412.49405383,41999887.2021504,-9226.97467389972,12.6935048222625,36764386.7420207,1,-2.92121020411643e-05,1.55431817927087,14,256,2022,12,1,17,0,1.9
15139,3171614.21932967,41653393.8597288,-7154.50159427147,13.2087280166132,36415858.6131739,1,2.74195941258447e-05,1.5835388317728,442,257,2022,12,1,17,0,1.9
22839,3095066.29173685,42012007.7432334,-6546.02421203231,13.008584276837,36775489.2174934,1,4.36971874402262e-05,1.5854959027755,471,256,2022,12,1,17,0,1.9
28786,3900939.27419348,41977663.8732483,-7111.42800331231,11.5952874220468,36738130.2090703,1,2.83515151142286e-05,1.5635746566257,150,256,2022,12,1,17,0,1.9
30580,3144965.89409727,45887157.3950668,-7521.19199840591,14.7031359832896,40649627.1484885,1,1.55430123965294e-05,1.58286721101875,433,257,2022,12,1,17,0,1.9
32483,3490847.46915449,19833106.5669106,-6627.04575056518,17.5747469954867,14593333.2097197,1,0.000104565823814879,1.58071769473983,401,255,2022,12,1,17,0,1.9
38187,3715992.70250555,39552488.7858692,438824.600592023,17.9797665682526,34315002.4512497,1,0.0130260882710078,1.56845424120026,222,65,2022,12,1,17,0,1.9
40141,3570152.9049494,42010997.8599534,-14808.0906212738,11.7060737228223,36770565.0933843,1,-0.000180989358842926,1.57257704601843,282,259,2022,12,1,17,0,1.9
43463,4166859.44660435,41952867.9282861,-2646.76691664044,11.7939457698101,36716219.9137532,1,0.000149967583100793,1.55632732457973,43,254,2022,12,1,17,0,1.9
