index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3086645.04756873,42342268.7872337,-6787.17911836908,12.6081197753883,37105784.3794093,1,3.68045990440748e-05,1.5855899627946,472,256,2022,12,1,17,0,2.1
11158,3966227.61167109,32424661.6503244,-8145.87914984277,13.2110841528772,27186128.0731487,1,2.56141091490314e-07,1.55863272364055,77,256,2022,12,1,17,0,2.1
14318,4240816.92347016,41999947.6262962,-9088.94270867261,12.6935047541282,36764385.5884962,1,-2.54621438500484e-05,1.55433230145232,14,256,2022,12,1,17,0,2.1
15139,3171006.60592362,41653439.6154674,-7049.48820108766,13.2087279873461,36415858.1223892,1,3.02987349559013e-05,1.58355341976173,443,256,2022,12,1,17,0,2.1
22839,3094472.50951067,42012050.7968866,-6390.41791745443,13.0085841379352,36775486.8651337,1,4.79238989831553e-05,1.58550997312966,471,256,2022,12,1,17,0,2.1
28786,3900326.870087,41977720.6544544,-7110.33602195716,11.5952874156624,36738130.1010568,1,2.83766922724678e-05,1.56358924605996,150,256,2022,12,1,17,0,2.1
30580,3144683.33066341,45887669.6940694,-7451.73493805207,14.7031606488536,40650088.8813762,1,1.72473840927989e-05,1.58287214522533,433,257,2022,12,1,17,0,2.1
32483,3489839.02105535,19833093.0088263,-6453.97869716235,17.5747384702521,14593275.9281193,1,0.000116414158781321,1.58078160321785,402,255,2022,12,1,17,0,2.1
38187,3715484.36422527,39552439.6511399,438819.480689562,17.9797600361734,34314899.2253803,1,0.0130259733743163,1.56846682190802,222,65,2022,12,1,17,0,2.1
40141,3569540.13771475,42011049.8863395,-14806.9270195385,11.7060737206214,36770565.0561169,1,-0.000180962256395567,1.57259163212624,282,259,2022,12,1,17,0,2.1
43463,4166247.42789641,41952928.5867262,-2645.62334931279,11.7939457633079,36716219.8038116,1,0.000149994180640753,1.55634191334717,43,254,2022,12,1,17,0,2.1
