index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3066824.35758468,42343716.4922588,-3002.6125015107,12.6081173689346,37105743.2591768,1,0.000138650165076844,1.58605621607692,479,255,2022,12,1,17,0,8.7
11158,3943096.28234925,32434315.5046962,-3366.9538675871,13.2116960468147,27193789.8579196,1,0.000175789255385899,1.55939405086924,88,254,2022,12,1,17,0,8.7
14318,4221162.59070298,42001936.6289588,-4533.88695052844,12.6935025077092,36764347.5562372,1,9.8286606690707e-05,1.55479833389757,21,255,2022,12,1,17,0,8.7
15139,3150954.97523878,41654944.4439169,-3584.04549869039,13.2087270233899,36415841.9576464,1,0.000125310419343608,1.58403482396269,450,255,2022,12,1,17,0,8.7
22839,3074877.3265498,42013466.5406242,-1255.40963046704,13.0085795571879,36775409.2883823,1,0.000187405672878884,1.58597429586546,478,254,2022,12,1,17,0,8.7
28786,3880117.06976128,41979589.423197,-7074.29978984895,11.5952872050442,36738126.5377396,1,2.92075351858869e-05,1.5640706974434,157,256,2022,12,1,17,0,8.7
30580,3135358.44864561,45904571.3440895,-5159.65132614905,14.7039742966259,40665323.0947067,1,7.34699336530946e-05,1.58303490869618,435,256,2022,12,1,17,0,8.7
32483,3456556.42229829,19832623.8628834,-742.760925836742,17.5744591321948,14591399.1652092,1,0.000507461225708188,1.58289111027508,433,249,2022,12,1,17,0,8.7
38187,3698708.67171682,39550812.5629711,438650.461318168,17.979544341838,34311490.8013377,1,0.013022180290944,1.56888203018935,228,65,2022,12,1,17,0,8.7
40141,3549318.39376423,42012761.7434406,-14768.5263967022,11.7060736480245,36770563.826814,1,-0.00018006785401654,1.57307297370185,289,259,2022,12,1,17,0,8.7
43463,4146050.31400516,41954925.3074177,-2607.88531315889,11.7939455487936,36716216.1767384,1,0.000150871881634054,1.55682334272579,51,254,2022,12,1,17,0,8.7
