index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3083641.95763187,42342488.7540704,-6213.76001179844,12.6081194105626,37105778.1454549,1,5.22357320290607e-05,1.58566060719478,474,256,2022,12,1,17,0,3.1
11158,3962722.99147813,32426125.3935685,-7421.79976340286,13.2111768666827,27187288.8434495,1,2.68584240136038e-05,1.55874810158225,79,256,2022,12,1,17,0,3.1
14318,4237839.05707134,42000249.6134939,-8398.78285421343,12.6935044135109,36764379.8217837,1,-6.71234930546305e-06,1.55440291237175,15,256,2022,12,1,17,0,3.1
15139,3167968.52849294,41653668.2575063,-6524.42121252504,13.2087278410603,36415855.6692981,1,4.46944401815002e-05,1.58362635972149,444,256,2022,12,1,17,0,3.1
22839,3091503.58848243,42012265.930747,-5612.3864247822,13.0085834435065,36775475.1047013,1,6.90574646516107e-05,1.58558032492844,472,256,2022,12,1,17,0,3.1
28786,3897264.83710827,41978004.426501,-7104.87609249146,11.5952873837422,36738129.5610193,1,2.85025779759384e-05,1.56366219323268,151,256,2022,12,1,17,0,3.1
30580,3143270.50576598,45890231.0763044,-7104.44961808349,14.7032839682254,40652397.466332,1,2.57686616823221e-05,1.58289681451035,433,257,2022,12,1,17,0,3.1
32483,3484796.67839928,19833024.6375595,-5588.64324894993,17.5746958973886,14592989.8817545,1,0.00017565723541617,1.5811011597257,407,254,2022,12,1,17,0,3.1
38187,3712942.65865532,39552193.8266435,438793.879503655,17.9797273721487,34314383.0433493,1,0.0130253988509576,1.56852972664752,223,65,2022,12,1,17,0,3.1
40141,3566476.29015406,42011309.884217,-14801.1089636192,11.706073709618,36770564.8697937,1,-0.000180826743580007,1.57266456266575,283,259,2022,12,1,17,0,3.1
43463,4163187.32106229,41953231.7450292,-2639.90550423563,11.7939457307983,36716219.2541303,1,0.000150127167864717,1.55641485718579,45,254,2022,12,1,17,0,3.1
