index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3092651.17919093,42341828.1918661,-7934.01722247153,12.608120505266,37105796.8511917,1,5.9423480869743e-06,1.58544867403312,470,257,2022,12,1,17,0,0.1
11158,3973236.71595354,32421733.0514973,-9594.03763526233,13.2108987224924,27183806.6464922,1,-5.29552343882759e-05,1.55840194060868,74,257,2022,12,1,17,0,0.1
14318,4246772.58883737,41999342.9842454,-10469.2622694517,12.6935054356316,36764397.1264725,1,-6.29617148246322e-05,1.55419107967427,12,257,2022,12,1,17,0,0.1
15139,3177082.70875222,41652981.6481203,-8099.62205971864,13.2087282801659,36415863.0327356,1,1.50733002363846e-06,1.58340753991774,440,257,2022,12,1,17,0,0.1
22839,3100410.30205206,42011619.8571403,-7946.48079644741,13.0085855271953,36775510.3928312,1,5.65680760745643e-06,1.58536926967187,469,257,2022,12,1,17,0,0.1
28786,3906450.87378335,41977152.440445,-7121.25576738654,11.5952874795117,36738131.1812827,1,2.81249204281971e-05,1.56344335172158,148,256,2022,12,1,17,0,0.1
30580,3147508.94180388,45882546.3656753,-8146.30548451815,14.7029139678643,40645471.3140257,1,2.01924067333423e-07,1.58282279791462,432,257,2022,12,1,17,0,0.1
32483,3499923.1951653,19833226.8473707,-8184.64861158795,17.5748238824869,14593849.8288365,1,-2.06496767726475e-06,1.58014256082193,393,257,2022,12,1,17,0,0.1
38187,3720567.70449533,39552930.5458974,438870.674693252,17.9798253460799,34315931.3260211,1,0.0130271222215372,1.56834101843186,220,65,2022,12,1,17,0,0.1
40141,3575667.7758698,42010529.2203221,-14818.5628951096,11.7060737426323,36770565.4288329,1,-0.000181233279131471,1.57244577104961,280,259,2022,12,1,17,0,0.1
43463,4172367.5750633,41952321.6006358,-2657.05899721778,11.7939458283349,36716220.9033078,1,0.000149728203815015,1.55619602567703,41,254,2022,12,1,17,0,0.1
