index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3069226.90261396,42343541.5245838,-3461.34790238695,12.6081176604508,37105748.2404509,1,0.000126305237183327,1.58599970049717,478,255,2022,12,1,17,0,7.9
11158,3945900.1846367,32433146.2005494,-3946.21767460663,13.2116218800157,27192861.0688361,1,0.000154517781478674,1.55930178976632,87,254,2022,12,1,17,0,7.9
14318,4223544.98605132,42001696.0540636,-5086.01499787006,12.6935027797945,36764352.1626869,1,8.32867451171493e-05,1.55474184506884,20,255,2022,12,1,17,0,7.9
15139,3153385.51599444,41654762.5688768,-4004.09922147407,13.2087271400411,36415843.9137878,1,0.000113793848072847,1.58397647187967,449,255,2022,12,1,17,0,7.9
22839,3077252.53836968,42013295.4550349,-1877.83491662833,13.0085801121184,36775418.6863387,1,0.000170498761401744,1.58591801421308,477,254,2022,12,1,17,0,7.9
28786,3882566.79050786,41979363.423858,-7078.66790545723,11.5952872305668,36738126.9695401,1,2.91068272990956e-05,1.56401233969449,156,256,2022,12,1,17,0,7.9
30580,3136488.76718641,45902523.0951362,-5437.4797002401,14.7038757052938,40663476.8305814,1,6.66573233607398e-05,1.58301518654377,435,256,2022,12,1,17,0,7.9
32483,3460591.06971817,19832682.9761804,-1435.03006854256,17.5744927850284,14591625.2522934,1,0.000460056249697418,1.5826353580159,429,250,2022,12,1,17,0,7.9
38187,3700742.14363793,39551010.3691335,438670.954985417,17.9795705006388,34311904.1473513,1,0.0130226402129626,1.56883169726611,227,65,2022,12,1,17,0,7.9
40141,3551769.55812821,42012554.7639608,-14773.1812000449,11.7060736568209,36770563.9757664,1,-0.000180176268657625,1.57301462926658,288,259,2022,12,1,17,0,7.9
43463,4148498.50028133,41954683.7984185,-2612.45965292915,11.7939455747892,36716216.6162803,1,0.000150765495481033,1.5567649876441,50,254,2022,12,1,17,0,7.9
