index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3063220.52087286,42343978.679084,-2314.50938191714,12.6081169317511,37105735.788816,1,0.000157167562257951,1.58614098946235,481,255,2022,12,1,17,0,9.9
11158,3938890.37485262,32436069.0161358,-2498.05811232281,13.2118072958891,27195183.0869443,1,0.000207693741492788,1.55953243167194,90,253,2022,12,1,17,0,9.9
14318,4217588.97084214,42002297.224226,-3705.69485127676,12.6935020996886,36764340.6483843,1,0.000120786405490445,1.55488306716538,22,254,2022,12,1,17,0,9.9
15139,3147309.14343297,41655216.9831584,-2953.96489145088,13.2087268485127,36415839.0251011,1,0.000142585277801446,1.58412235211765,451,255,2022,12,1,17,0,9.9
22839,3071314.48914811,42013722.9001878,-321.771693853301,13.0085787249534,36775395.1941829,1,0.000212766055170594,1.58605871840041,479,254,2022,12,1,17,0,9.9
28786,3876442.46387505,41979928.1542262,-7067.74757128194,11.595287166764,36738125.8900994,1,2.93585968354302e-05,1.56415823406958,158,256,2022,12,1,17,0,9.9
30580,3133662.9554392,45907643.4921163,-4742.90873972252,14.7041221667498,40668092.3320543,1,8.36876889647304e-05,1.58306448843368,435,256,2022,12,1,17,0,9.9
32483,3450504.24857435,19832534.0302213,295.642822896651,17.574408759732,14591060.75872,1,0.000578571416506481,1.58327476676556,439,248,2022,12,1,17,0,9.9
38187,3695658.43561695,39550515.5519688,438619.717470564,17.9795050963777,34310870.6769548,1,0.0130214903280686,1.56895753197904,229,65,2022,12,1,17,0,9.9
40141,3545641.62456981,42013071.9445436,-14761.5440974433,11.7060736348315,36770563.6034133,1,-0.000179905230902963,1.57316049035571,290,259,2022,12,1,17,0,9.9
43463,4142378.0081284,41955287.3031091,-2601.02378686172,11.7939455098033,36716215.5174791,1,0.000151031459906426,1.55691087535115,52,254,2022,12,1,17,0,9.9
