ra_rad,dec_rad,mag
5.18095664327634,0.323484264068143,3.956
5.23056477679254,0.340202191778355,3.668
5.4089394758865,0.27771772624835,3.753
5.42561299561376,0.263101023288426,4.453
5.43957313939394,0.281421964183563,4.356
5.4040728865431,0.370030526509534,4.798
5.69200561108581,0.302814908313421,4.454
5.59415843407481,0.345653885125658,4.2
6.04215673862949,0.265383654070509,2.452
0.206558732782364,0.423545381286924,4.199
0.249611161965857,0.408715126995577,4.499
0.168231173777802,0.511586583149763,4.44
0.321791268513769,0.429066663529498,4.786
0.346738308106339,0.475847557738085,4.753
0.514560646360843,0.411828997362927,4.802
0.554890706264686,0.409502432978379,2.125
0.493412441898011,0.516247889833601,3.457
0.713193613164295,0.483580997509138,4.624
0.741694692369041,0.475785639739409,3.579
0.73264129621302,0.510458500583311,4.639
0.874145269784909,0.506991346428359,4.639
0.985355219176471,0.425297489572266,3.849
0.981204072931124,0.420859028621719,3.674
0.992588036384332,0.420715785610283,2.834
0.999909508813278,0.419811260696923,3.601
0.987534393298214,0.417977521617136,4.152
0.982656341155889,0.427034399705015,4.272
1.16198673699515,0.398172076615015,4.303
1.23152628901556,0.400674193022511,4.239
1.58877442533468,0.406026585512956,4.261
1.52286950647172,0.428783689109082,4.987
1.56204468794364,0.452981192516527,4.806
1.54168180275532,0.481924882158123,4.55
1.63571491978045,0.392818137413787,3.519
1.67097776038006,0.392940460734275,3.064
1.63789611953133,0.51483853436822,4.434
1.76248626544897,0.438620864461087,3.138
2.02653456200012,0.425825375225573,3.662
1.94484917697222,0.485168042502203,3.888
1.98933722463755,0.469419347787369,4.227
2.021580448409,0.504112370849323,4.369
2.06602013369888,0.467151138137296,4.977
2.29814913138471,0.5019549548747,4.126
2.46376917357007,0.456967794355984,4.599
2.49460109845202,0.400866735476663,4.475
2.55625819728237,0.414939001825983,3.042
2.58641922335944,0.453906931732412,4.013
2.69081812884312,0.408709496039811,3.455
2.86065292178416,0.431964144310994,4.477
2.94613232622933,0.403092746207015,4.74
3.23979013668216,0.451100533401392,4.859
3.29366020156705,0.394954773847401,4.773
3.25913136983088,0.493377087810551,4.466
3.25678910149732,0.475920556657648,4.948
3.25935119492283,0.468196801195015,4.971
3.36717075515047,0.480676163480971,4.999
3.45519882149082,0.486566052280248,4.304
3.43471563581862,0.482142680922815,4.952
3.71056510299257,0.437932419861237,4.868
3.86148135726965,0.472546634500679,4.808
3.86148447844196,0.47253406847913,2.578
3.93619075657231,0.436474388559281,4.965
3.81651270788752,0.519150400479468,4.501
3.95884790655844,0.43404936247218,4.974
3.94638881470095,0.470325200198159,4.653
4.04841711294001,0.507990256653272,3.672
4.19880342469326,0.398012764182623,4.827
4.11349184203325,0.458945169146288,3.851
4.17826368581544,0.469107375943162,4.274
4.14338598353121,0.454979288553842,4.685
4.19508541453945,0.520999264233487,4.963
4.51617842691045,0.433525874699523,3.115
4.58471158717757,0.455716772193285,4.552
4.65330337567227,0.483817037931573,3.49
4.70263601123497,0.510471775383069,3.794
4.74529942904295,0.502000120505083,3.823
4.95127250751909,0.395231131724623,4.667
4.91342763921592,0.465341990572137,4.958
5.09943966960581,0.430483816078779,4.61
5.10838920401057,0.48808600402434,4.683
5.10823591488396,0.487988448322201,3.186
5.07945930124834,0.516990029138823,4.957
5.20745828725263,0.420268286331665,4.631
5.19701669513042,0.394619761562672,4.86
5.2407909483357,0.48439121669796,4.675
5.30259349400473,0.446663770132608,4.725
5.30479254690306,0.4854501983632,4.656
5.46343916480839,0.472931431604189,4.66
5.62846102645949,0.412575541704648,4.7
5.69258970576581,0.447590227726014,4.185
5.69039686589056,0.501653849799481,4.745
5.79017825761932,0.442355623143463,3.809
5.96261522442495,0.411298657951224,4.068
5.97776680831783,0.429378519483843,3.604
5.8526225931429,0.494460982305534,4.792
5.94178481160672,0.511514656909558,4.789
6.11143347844754,0.414347085627474,4.602
6.13212588127503,0.408478632089405,4.49
6.05241929924036,0.444505024042562,4.9
6.03785431056071,0.49013705806355,2.654
6.27340613836887,0.438800210306232,4.832
0.0799693638683075,0.642023298445583,4.512
0.171600701544781,0.538626379504157,3.405
0.312678322770867,0.525163344590323,4.633
0.160922630049823,0.588513584186439,4.319
0.304263462477538,0.621696012214421,2.244
0.565241346312521,0.610643482771909,3.017
0.598010283849557,0.597325585424413,4.933
0.599147336012101,0.590744948365205,3.999
0.748370787942759,0.611907953394627,4.735
0.867125132465577,0.597297965763533,4.993
0.978775875929838,0.563536265923874,3.906
1.02159370807819,0.556474468293429,2.858
0.970304584778468,0.592801562848879,4.962
1.04268152938489,0.624671355275441,4.026
1.29587915115191,0.578857453932138,2.83
1.38830537442706,0.582444417086258,4.689
1.27685238723903,0.640591376047508,4.939
1.45179932879711,0.561856855139733,4.763
1.53170375908686,0.651104993370097,4.917
1.56957750997115,0.649484962701367,2.602
1.8812008628906,0.527877686402611,4.533
1.80113168311877,0.592735712797932,3.605
1.95962058120465,0.554744762879832,4.198
2.00348758295172,0.603610860239773,4.928
2.44806448017648,0.600263498852427,3.291
2.43841885174282,0.64233134783683,3.916
2.50552060483307,0.635257249823948,4.64
2.6504105541548,0.615135965677063,4.498
2.78694270864297,0.558090658888739,4.768
2.73106312855507,0.589853577300285,4.751
2.73965821416495,0.640661871292259,4.304
2.96042289068204,0.57760457980057,3.635
2.95912689295531,0.550288251559628,4.327
2.95912689295531,0.550288251559628,4.804
2.8506101647977,0.59716228962707,3.905
3.55522175718876,0.648955555644551,4.978
3.56684885984206,0.63346450311777,4.98
3.62937406589467,0.601165396696198,4.94
3.74371800685639,0.619757730704966,4.913
3.80407520557834,0.530081594981447,3.71
4.07067373133035,0.547320065744804,4.143
3.99463416476847,0.581453512686624,3.563
4.03385065835832,0.652354676341661,4.334
4.09880993461967,0.639415818954605,4.962
4.1505334342419,0.622338757811269,4.908
4.22793573590684,0.636886751521865,4.845
4.28520673488594,0.539167017580177,4.958
4.36895653898633,0.551557849610622,2.952
4.45185304987009,0.539767639480995,3.895
4.52618903196503,0.577705757759038,4.823
4.51624549764467,0.642441098328986,3.292
4.52769346563768,0.650859300404234,4.623
4.5539255731816,0.648318690061953,4.504
4.70585485425565,0.526902382453962,4.454
4.69603966830689,0.650144557183215,3.985
4.7990525645474,0.629445058719646,4.446
4.93090379834159,0.582288416765188,3.631
4.96957943394393,0.570540402064623,3.217
4.95021072128427,0.644002253631525,4.464
5.14600191437623,0.526274773748651,4.78
5.11281999319186,0.601317688716206,4.709
5.16738213610304,0.651956552602114,4.991
5.34009840253834,0.561824653116902,4.574
5.21987054983189,0.612321246663368,4.008
5.27712073331619,0.642972645683063,4.904
5.29940375190587,0.642391248758489,4.962
5.36425016069156,0.530031273822987,4.044
5.43522829074862,0.536160180576403,4.334
5.38391796239662,0.615243454571574,4.815
5.43762295194646,0.592892771835726,2.57
5.4428475823214,0.636883530342197,4.734
5.55423256921285,0.527559644303265,3.3
5.57596830473444,0.60906549830659,4.361
5.80316471327667,0.579069183663422,4.325
5.9472195393065,0.527460273633237,3.016
0.0745761451595989,0.675122081045565,4.607
0.247626291335481,0.671938870841429,3.868
0.217355099901494,0.716962232804957,4.496
0.438864270522031,0.708203096193762,4.942
0.422367400280756,0.72267700783346,4.152
0.560633155757408,0.660765592889013,4.804
0.540609990704945,0.738795133249472,2.308
0.744314649916974,0.668786627141546,4.253
0.807985120429851,0.67789067990831,3.539
0.707942957486746,0.701516629175497,4.961
0.779992843273838,0.69224521207437,4.69
0.834658702724879,0.691352658199816,4.732
0.826833334891326,0.78291167205008,3.889
1.03783252161571,0.698310955885756,2.854
0.982593543162204,0.743135888923163,3.813
0.878959279862859,0.756245104233315,4.954
1.11216129707163,0.706573060076029,4.797
1.20729006425693,0.720206908269361,4.374
1.36759050519783,0.671681107876591,4.847
1.31980983909528,0.716908567595649,3.888
1.33742186093311,0.719680248360787,3.123
1.39248919986826,0.699888277649558,4.761
1.31758802657991,0.764861111628542,3.069
1.52355890227601,0.683838704054176,4.623
1.53366374167117,0.683270137743064,4.087
1.74240785583876,0.741570859862349,4.931
2.19403238280923,0.753775113054163,4.415
2.38468460052634,0.671117721004568,4.653
2.35901072921329,0.729257781551949,4.026
2.50918932252547,0.691525507231353,4.909
2.71542259049772,0.724303200910713,3.216
2.76299357972525,0.705559056069211,4.742
2.6926009390408,0.748998725468101,3.428
2.96327399771625,0.66646642971811,4.773
2.85352174783955,0.7538069843371,4.659
2.92195808666455,0.776645047823107,3.11
3.28882169020799,0.721824168227903,4.309
3.38607195623724,0.668779582469086,2.845
3.47993494380287,0.708125626962385,4.737
3.80516355781877,0.668599037931811,3.043
3.93548199529277,0.704948400794122,3.577
4.06567019629799,0.71382808834395,4.992
4.15683196465839,0.740918764711231,4.664
4.3375926389701,0.740665848351193,4.193
4.22705486369551,0.784262269958995,4.216
4.37595967260996,0.679321532943153,3.577
4.90774618758429,0.656332991881429,4.342
5.03421949995707,0.683226059801871,4.373
5.04560823147526,0.66555914770813,4.476
4.95383356945501,0.767003976269593,4.355
5.21793541654734,0.671719752956888,4.93
5.31359678369479,0.663799852156928,4.837
5.33297733928609,0.70261159516659,2.273
5.56232520891407,0.664017173399537,3.776
5.485454996877,0.718502446774467,3.932
5.57377825406987,0.687566874816757,4.248
5.46831692932045,0.774703951097569,4.749
5.51930290585879,0.766685649856111,3.88
5.6495265766668,0.672546201438826,4.99
5.82926705314725,0.658839802875548,4.277
5.93089633299099,0.68155598897269,4.839
5.82014432623015,0.693156262250205,4.657
5.89261421328443,0.752645091601444,4.493
6.02976694681528,0.738727676273882,3.611
5.93636355627797,0.772767336203017,4.64
6.18778867070042,0.755170364688391,4.266
6.19770100307161,0.773773145016332,4.126
0.189664245296091,0.820733156257398,4.972
0.195149903274237,0.842721427657254,4.463
0.183542721459943,0.881609797776929,4.775
0.359277470433923,0.794627100929911,4.988
0.382472939128027,0.792496308731297,4.874
0.30326044043144,0.824524601837615,4.284
0.213075186230994,0.889562734168971,4.875
0.427573389492089,0.848722412248475,3.719
0.452304728205728,0.884685235296018,4.011
0.635403400379385,0.87752766516633,4.895
0.716436108014332,0.859202111191447,4.155
0.918805689308754,0.837674508103014,4.492
0.944614189211655,0.841120063284874,4.295
0.972692567648459,0.834051776171204,2.963
0.824960399556264,0.865915060963117,4.107
0.913538104635592,0.864094205729335,4.715
0.907794452785548,0.856308608189849,4.962
1.14123923901009,0.811558601613631,4.803
1.11220104921428,0.844902164023211,4.238
1.08498928661588,0.832741809527276,3.982
1.07592527798534,0.878794886951548,4.263
1.12680039609652,0.877822000807512,4.6
1.57051253835292,0.801747272667986,4.516
1.82220421446856,0.787040490298307,4.896
1.94915841007976,0.858903091610152,4.607
2.13129768453744,0.898960964275554,4.8
2.35276298857615,0.838496552770183,3.128
2.37201564783613,0.82303879693674,3.547
2.39491010116494,0.900672336576154,4.479
2.50814248782823,0.908469677039914,4.468
2.49962297672029,0.901961145815291,3.214
3.08072528413191,0.833907941144086,3.818
3.24642122754485,0.899931171688253,4.859
3.55372746544986,0.855490183335549,4.685
3.72402408071403,0.903905423054325,4.535
3.73667859638973,0.804392685843059,4.181
3.77513233065644,0.904966169421972,4.1
3.73572666065444,0.896527327082989,4.763
4.20099998107262,0.803491984422491,4.694
4.2749249311474,0.808320777788271,3.854
4.40362699563919,0.802560198513411,4.838
4.622787013824,0.802961921470942,3.763
4.58337828548155,0.91283093038394,2.874
4.6975811221583,0.89865169612089,2.381
5.10380515746767,0.902855012875574,3.775
5.17042480681075,0.787679240836497,2.893
5.29402385791334,0.817087618457318,4.832
5.29546758414768,0.815790117827572,3.929
5.13319756497677,0.876523533439894,4.534
5.44952082567805,0.804843497232999,4.89
5.30349706387393,0.832770147042077,4.157
5.49702742988401,0.829396953560071,4.735
5.36714490636759,0.854366045911338,4.92
5.64605664202782,0.79572763644118,4.082
5.52659188898371,0.831621533120436,4.703
5.68145853597599,0.893427379905214,4.648
5.85132888877882,0.812216340810484,4.523
5.88843697523943,0.832642273574568,4.546
5.70196201860567,0.860614441396005,4.208
5.86655997189552,0.863526051315928,4.591
5.86238812744151,0.911568860810674,4.542
5.89611357417461,0.877594322955656,3.758
6.03963800756018,0.873573752645631,4.759
6.07614598838838,0.862300972599895,4.558
5.92265970659353,0.899632042674814,4.662
6.18529001021937,0.810847738434071,3.964
0.161317010930789,0.940678885216907,3.628
0.138631100012984,0.951593006035479,4.756
0.176742909618461,0.986763901642892,2.349
0.214177002813934,1.00908828209238,3.518
0.0400055159294348,1.03236564617284,2.299
0.310228042118556,0.96254810317063,4.343
0.247248158248121,1.03290425879427,4.728
0.239994167927505,1.02926762112617,4.957
0.409852507629086,1.03379417809431,4.791
0.533639940844487,0.950987134358804,4.98
0.806326886423657,0.933863752700718,2.992
0.760342740254593,0.920879172050583,4.013
0.744805493923967,0.975560393366101,3.942
0.809571807281353,0.989701481363953,4.88
0.912235278657232,1.04615618112524,4.233
0.915915794949918,1.027628080818,4.642
1.29715781217411,0.93815117058887,4.43
1.56873333906693,0.947446271109815,3.832
1.54830965987197,0.972268966465156,4.966
1.65641861174662,1.02993463535174,4.437
1.82071288193541,1.01966924730748,4.448
2.0202517946993,1.02469124443267,4.958
2.42683151920904,0.942859264488499,4.83
2.58354989980023,0.943600703742158,4.563
2.75162638714082,0.977044727652549,4.88
2.57870014607733,1.03042655151449,3.797
3.11467412306089,0.93715030768959,2.399
3.20889349499155,0.995406626712841,3.298
3.51345951151665,0.959720878523777,4.007
3.58114457249247,0.954374526268808,4.828
4.17915028724458,0.955563678778452,4.987
4.0357666036676,1.02915192464632,3.421
4.38643474643041,0.991030228623297,4.881
4.19703303757466,1.02215649734947,4.055
4.59097394861238,0.963144496662269,4.899
4.59137098675713,0.962947230823562,4.87
4.68415321810432,0.992614951455792,3.853
4.85452601210341,0.995633524577056,4.832
5.04881348222079,0.931455306892446,3.884
4.93579826652726,1.0365222333076,4.765
5.29444659777665,0.98729299436591,4.287
5.43387375485331,1.00495582204014,4.571
5.6876252210792,1.02590529057343,4.267
5.806948642771,1.01580361563474,3.51
5.8251602096415,0.995596373149532,4.208
5.88686933743499,1.01953763604284,4.207
6.0502427569006,1.03707052552506,4.829
6.27886056071299,0.973107252991811,4.991
6.25868021567142,1.0035535615127,4.628
6.15242526388025,1.02187129170014,4.866
6.22671336199449,1.02367029296823,4.998
0.231567119301877,1.06680776035247,4.848
0.143988742104753,1.09836688626657,4.183
0.37441840136064,1.05130601750948,2.663
0.499141210103793,1.11125363161282,3.313
0.650421884765369,1.17639372869707,4.627
0.872611873769589,1.14584858986009,4.712
0.986280645454822,1.10557963114083,4.894
1.03595734475429,1.10081843891484,4.943
1.00147595054359,1.14364396063481,4.625
1.32391159496626,1.05491616806085,4.123
1.28303595665742,1.15789789027745,4.292
2.22646036102664,1.05973625834231,3.436
2.26986054985612,1.1227342784526,4.722
2.40383162652586,1.10852200685214,4.684
2.49375375942614,1.10063601308716,3.679
2.40153944442945,1.17170946622118,4.869
2.72328420288571,1.14434992886394,4.923
3.62780793692736,1.12963421197929,4.783
3.68434810965091,1.12356987699768,3.628
3.91644649722871,1.15073858197436,4.865
4.29347405953053,1.07362329045466,2.801
4.36733154913906,1.12729150853515,4.977
4.43325921121298,1.13681672373666,4.937
4.48893051051473,1.14693682987584,3.132
4.82577264066837,1.1442986016977,4.955
5.06437029473953,1.14693489727276,4.58
5.36505704071646,1.09945507968203,4.228
5.43360097821718,1.07929031920895,3.511
5.57884242568016,1.09232236024836,2.458
5.66324623798707,1.08353437055211,4.807
