index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3089648.12142698,42342048.5998319,-7360.59818959235,12.6081201402894,37105790.6146549,1,2.1373471037186e-05,1.58551931840738,471,257,2022,12,1,17,0,1.1
11158,3969732.18651101,32423197.5363067,-8869.95844322482,13.2109914381466,27184967.3408226,1,-2.63484117446742e-05,1.55851733664967,75,256,2022,12,1,17,0,1.1
14318,4243794.7673974,41999645.4165462,-9779.10251496452,12.6935050948351,36764391.3567258,1,-4.42119323879545e-05,1.55426169055317,13,257,2022,12,1,17,0,1.1
15139,3174044.66601562,41653210.7456716,-7574.55515111438,13.2087281337146,36415860.5768684,1,1.59030315440102e-05,1.58348047982716,442,257,2022,12,1,17,0,1.1
22839,3097441.41403916,42011835.4390173,-7168.44937606099,13.0085848324981,36775498.6278437,1,2.67903465993281e-05,1.58543962137749,470,257,2022,12,1,17,0,1.1
28786,3903388.88231744,41977436.6591019,-7115.79591359849,11.5952874475856,36738130.6411446,1,2.8250806422997e-05,1.5635162988896,149,256,2022,12,1,17,0,1.1
30580,3146096.14267863,45885108.1238663,-7799.02022733254,14.7030373154008,40647780.163946,1,8.72513829261259e-06,1.58284747302696,432,257,2022,12,1,17,0,1.1
32483,3494881.19338476,19833160.4120526,-7319.31383210431,17.5747811319588,14593562.5771837,1,5.71734211220588e-05,1.58046207024419,397,256,2022,12,1,17,0,1.1
38187,3718026.04617699,39552685.224222,438845.079086115,17.9797926941504,34315415.3196045,1,0.0130265478311743,1.56840391916961,221,65,2022,12,1,17,0,1.1
40141,3572603.96629211,42010789.6650408,-14812.7449967123,11.7060737316262,36770565.2424633,1,-0.000181097768246298,1.57251870158752,281,259,2022,12,1,17,0,1.1
43463,4169307.51256886,41952625.2052611,-2651.34118031702,11.79394579582,36716220.3535375,1,0.000149861192623947,1.55626896951092,42,254,2022,12,1,17,0,1.1
