index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3077035.10325107,42342971.9047161,-4952.23786761681,12.608118608212,37105764.4353009,1,8.61842417336308e-05,1.585816024921,476,256,2022,12,1,17,0,5.3
11158,3955012.66762946,32429344.3236729,-5828.824826521,13.2113808337896,27189842.6716784,1,8.53754558196857e-05,1.55900190120531,83,255,2022,12,1,17,0,5.3
14318,4231287.67197198,42000913.2019365,-6880.43102292607,12.693503664468,36764367.1403574,1,3.45372193662373e-05,1.55455825646614,17,255,2022,12,1,17,0,5.3
15139,3161284.69719491,41654170.4682814,-5369.27371615901,13.2087275195231,36415850.2773849,1,7.63649976815701e-05,1.58378682772173,446,256,2022,12,1,17,0,5.3
22839,3084971.90421919,42012738.4367226,-3900.71704143552,13.0085819162362,36775449.2397689,1,0.000115551355356027,1.58573509905009,475,255,2022,12,1,17,0,5.3
28786,3890528.29160124,41978627.9389591,-7092.86411466818,11.5952873135283,36738128.3731141,1,2.87795260063545e-05,1.56382267702095,153,256,2022,12,1,17,0,5.3
30580,3140162.24568517,45895865.4556705,-6340.42181320927,14.7035552212926,40657475.8870042,1,4.45120653303486e-05,1.5829510766854,434,256,2022,12,1,17,0,5.3
32483,3473702.92610142,19832870.8126177,-3684.90436811954,17.5746025499244,14592362.7018035,1,0.000306000188473568,1.5818042667985,417,252,2022,12,1,17,0,5.3
38187,3707350.82334107,39551652.1277355,438737.547076433,17.9796554900053,34313247.1338046,1,0.0130241346654571,1.56866812412043,225,65,2022,12,1,17,0,5.3
40141,3559735.75877929,42011881.0930976,-14788.3089635649,11.7060736854154,36770564.4599648,1,-0.00018052861199311,1.57282500985551,285,259,2022,12,1,17,0,5.3
43463,4156455.00809828,41953897.9077579,-2627.32619567891,11.7939456592866,36716218.0449883,1,0.000150419736963152,1.55657533363909,47,254,2022,12,1,17,0,5.3
