index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3066223.71972953,42343760.2121203,-2887.92864967248,12.6081172960632,37105742.0139875,1,0.000141736397497788,1.58607034497318,480,255,2022,12,1,17,0,8.9
11158,3942395.30227047,32434607.7936672,-3222.13791183004,13.2117145884209,27194022.0589745,1,0.000181106896803309,1.55941711524064,89,253,2022,12,1,17,0,8.9
14318,4220566.98962883,42001996.7504264,-4395.85493621644,12.6935024396968,36764346.4047766,1,0.000102036572623905,1.55481245610682,21,254,2022,12,1,17,0,8.9
15139,3150347.33832659,41654989.8899004,-3479.03206597184,13.2087269942355,36415841.46875,1,0.000128189562293305,1.58404941198599,450,255,2022,12,1,17,0,8.9
22839,3074283.52195497,42013509.2896199,-1099.80330817108,13.0085794184687,36775406.9391212,1,0.000191632402008141,1.58598836628326,478,254,2022,12,1,17,0,8.9
28786,3879504.63751022,41979645.9007002,-7073.207757183,11.5952871986639,36738126.4297945,1,2.92327121425384e-05,1.56408528688086,157,256,2022,12,1,17,0,8.9
30580,3135075.86772721,45905083.3875435,-5090.19423047077,14.7039989430526,40665784.6475008,1,7.51729895418273e-05,1.58303983894334,435,256,2022,12,1,17,0,8.9
32483,3455547.74355309,19832608.9876705,-569.693635868818,17.5744507278847,14591342.7037793,1,0.000519312697272618,1.58295505068226,434,249,2022,12,1,17,0,8.9
38187,3698200.30138449,39550763.0862842,438645.33762246,17.9795378015329,34311387.4560542,1,0.0130220653037856,1.56889461362055,228,65,2022,12,1,17,0,8.9
40141,3548705.6007853,42012813.4659676,-14767.3626880117,11.7060736458255,36770563.7895782,1,-0.000180040750260263,1.57308755981075,289,259,2022,12,1,17,0,8.9
43463,4145438.26523035,41954985.6623503,-2606.74172682848,11.7939455422949,36716216.0668574,1,0.000150898478092554,1.55683793149645,51,254,2022,12,1,17,0,8.9
