index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3078836.98032837,42342840.2422307,-5296.28937520299,12.6081188269987,37105768.1738139,1,7.69255549644213e-05,1.58577363826213,475,256,2022,12,1,17,0,4.7
11158,3957115.50494576,32428466.6115959,-6263.27257223134,13.2113252068428,27189146.1548656,1,6.94173550016526e-05,1.55893268746891,81,255,2022,12,1,17,0,4.7
14318,4233074.42413189,42000732.3300972,-7294.52699605168,12.6935038687095,36764370.5981998,1,2.32873342215535e-05,1.55451588988516,17,256,2022,12,1,17,0,4.7
15139,3163107.5685807,41654033.6110311,-5684.31395781569,13.2087276071753,36415851.7472402,1,6.77275721223904e-05,1.58374306370955,445,256,2022,12,1,17,0,4.7
22839,3086753.28055728,42012609.6789821,-4367.53597600494,13.0085823327,36775456.2927478,1,0.000102871197085683,1.58569288790357,474,255,2022,12,1,17,0,4.7
28786,3892365.54122643,41978457.9972953,-7096.14012674407,11.5952873326761,36738128.697064,1,2.8703994796138e-05,1.56377890871392,153,256,2022,12,1,17,0,4.7
30580,3141009.95915484,45894328.8969558,-6548.79304589522,14.7034812499391,40656090.9267547,1,3.94006924803665e-05,1.58293627930813,434,256,2022,12,1,17,0,4.7
32483,3476728.57642482,19832913.229678,-4204.10598552078,17.5746279656553,14592533.4614641,1,0.000270450998419981,1.58161249904643,414,253,2022,12,1,17,0,4.7
38187,3708875.88065598,39551799.9844885,438752.911804499,17.9796750971294,34313556.9694633,1,0.0130244794752475,1.56863037839409,224,65,2022,12,1,17,0,4.7
40141,3561574.09461218,42011725.4161012,-14791.7999104349,11.7060736920155,36770564.5717251,1,-0.000180609921070059,1.57278125153065,285,259,2022,12,1,17,0,4.7
43463,4158291.10407201,41953716.3341333,-2630.75692291633,11.7939456787885,36716218.3747329,1,0.000150339945772182,1.55653156733251,46,254,2022,12,1,17,0,4.7
