index,XGcrsMeters,YGcrsMeters,ZGcrsMeters,magnitude,distance,shadowFactor,declination,rightAscension,matrixX,matrixY,year,month,day,hour,minute,second
10855,3084843.19553504,42342400.7938036,-6443.12765847721,12.6081195564838,37105780.6388817,1,4.60632782427124e-05,1.58563234943315,473,256,2022,12,1,17,0,2.7
11158,3964124.84499485,32425539.9407625,-7711.43152861707,13.2111397812717,27186824.5307736,1,1.62177832412096e-05,1.55870195149141,78,256,2022,12,1,17,0,2.7
14318,4239030.20632642,42000128.8453212,-8674.84680153788,12.6935045497471,36764382.1282867,1,-1.42122678378653e-05,1.55437466800154,15,256,2022,12,1,17,0,2.7
15139,3169183.7615448,41653576.8280217,-6734.44801239228,13.2087278995647,36415856.650368,1,3.8936157878529e-05,1.58359718373457,443,256,2022,12,1,17,0,2.7
22839,3092691.15887269,42012179.904084,-5923.59902567691,13.0085837212619,36775479.808601,1,6.06040367968435e-05,1.58555218420333,472,256,2022,12,1,17,0,2.7
28786,3898489.6527885,41977890.9444792,-7107.06006881479,11.5952873965099,36738129.7770283,1,2.84522237121191e-05,1.56363301436331,150,256,2022,12,1,17,0,2.7
30580,3143835.63727032,45889206.5459654,-7243.36374966306,14.7032346421662,40651474.0482456,1,2.2360266818087e-05,1.58288694714591,433,257,2022,12,1,17,0,2.7
32483,3486813.63588668,19833052.1022396,-5934.77746312549,17.5747129158714,14593104.2279693,1,0.000151959724718028,1.58097333429956,405,255,2022,12,1,17,0,2.7
38187,3713959.34371648,39552292.1866122,438804.120312736,17.9797404384844,34314589.5266985,1,0.0130256286682815,1.56850456451156,222,65,2022,12,1,17,0,2.7
40141,3567701.83145529,42011205.9118766,-14803.4361954344,11.7060737140192,36770564.9443202,1,-0.000180880948821959,1.57263539044985,282,259,2022,12,1,17,0,2.7
43463,4164411.36645429,41953110.5084876,-2642.1926439533,11.7939457438018,36716219.4739975,1,0.000150073973070323,1.55638567965006,44,254,2022,12,1,17,0,2.7
